"Id","Carat","Cut","Color","Clarity","Depth","Table","Price","X","Y","Z"
"24979",1.13,"Ideal","E","VVS1",61.8,57,13485,6.66,6.71,4.13
"24980",1.29,"Ideal","D","VS1",62.4,55,13485,6.93,6.99,4.34
"24981",1.75,"Premium","D","SI2",60.6,60,13485,7.78,7.74,4.7
"24982",1.72,"Premium","H","VS2",61.3,59,13486,7.69,7.72,4.72
"24983",2.01,"Very Good","I","SI2",60.9,60,13488,8,8.15,4.92
"24984",2.07,"Very Good","J","VS2",61.3,56,13495,8.16,8.2,5.02
"24985",2.01,"Ideal","G","SI2",63,56,13498,7.98,7.9,5
"24986",2.02,"Very Good","J","VS2",62.6,58,13499,8.03,8.1,5.05
"24987",1.72,"Good","F","SI1",64.3,60,13499,7.52,7.56,4.85
"24988",1.72,"Good","F","SI1",63.2,61,13499,7.57,7.62,4.8
"24989",1.51,"Very Good","G","VVS2",63.6,57,13500,7.2,7.32,4.62
"24990",2.09,"Very Good","I","SI2",63.1,60,13500,8.04,8.12,5.1
"24991",2.33,"Very Good","H","SI2",63.2,56,13500,8.44,8.35,5.31
"24992",2.02,"Fair","H","SI1",66.3,57,13502,7.71,7.79,5.14
"24993",1.76,"Very Good","H","VS2",62.2,60,13503,7.68,7.72,4.79
"24994",1.5,"Premium","F","VS2",62,53,13506,7.37,7.33,4.56
"24995",1.5,"Premium","F","VS2",61.3,58,13506,7.36,7.31,4.5
"24996",1.54,"Ideal","G","VS2",60.2,59,13508,7.47,7.52,4.51
"24997",2.2,"Ideal","I","SI2",62.2,56,13512,8.33,8.29,5.17
"24998",1.5,"Premium","E","VS1",60.1,60,13513,7.42,7.48,4.48
"24999",1.51,"Good","G","VS1",62.4,59,13515,7.25,7.28,4.53
"25000",1.5,"Very Good","G","VS2",61.1,60,13528,7.4,7.3,4.49
"25001",1.29,"Ideal","E","VVS2",59.8,59,13530,7.07,7.11,4.24
"25002",1.52,"Premium","F","VS2",59.4,60,13530,7.61,7.5,4.49
"25003",2,"Ideal","H","VS2",61.6,57,13531,8.11,8.08,4.99
"25004",1.51,"Ideal","G","VS2",62.1,55,13532,7.33,7.38,4.57
"25005",1.25,"Ideal","E","VVS1",62.6,56,13536,6.83,6.91,4.3
"25006",1.5,"Very Good","F","VS2",59.7,56,13537,7.42,7.46,4.44
"25007",1.22,"Ideal","F","VVS1",62,54,13539,6.88,6.9,4.27
"25008",2.14,"Premium","G","SI2",60.7,59,13540,8.37,8.31,5.06
"25009",2,"Very Good","J","VS2",60.7,60,13542,8.05,8.17,4.92
"25010",2,"Good","J","VS2",58,62,13542,8.17,8.25,4.76
"25011",2,"Good","J","VS2",61.4,63,13542,8.01,8.08,4.94
"25012",2.05,"Premium","J","VS2",62.3,60,13543,8.09,8.15,5.06
"25013",1.55,"Ideal","H","IF",61.4,57,13544,7.47,7.42,4.57
"25014",2.04,"Good","J","VS2",59.6,56,13550,8.26,8.31,4.94
"25015",2,"Premium","J","VS2",61.5,59,13552,8.06,8.11,4.97
"25016",1.5,"Fair","G","VVS2",64.8,56,13553,7.18,7.12,4.63
"25017",2.22,"Premium","F","SI2",59.2,59,13553,8.54,8.46,5.03
"25018",1.61,"Ideal","G","VS2",62.2,56,13553,7.52,7.47,4.66
"25019",2.02,"Very Good","G","SI2",63.3,59,13554,8.05,7.96,5.07
"25020",2.02,"Very Good","G","SI2",63.2,54,13554,7.96,7.82,4.99
"25021",0.38,"Ideal","F","SI1",61.8,55,640,4.66,4.69,2.89
"25022",0.3,"Ideal","E","SI1",61.7,57,640,4.29,4.33,2.66
"25023",0.3,"Ideal","E","SI1",61.3,56,640,4.34,4.37,2.67
"25024",0.3,"Ideal","E","SI1",61.7,55,640,4.33,4.36,2.68
"25025",0.3,"Fair","E","VS1",56.3,62,640,4.47,4.49,2.52
"25026",0.23,"Premium","E","VVS1",60.8,56,640,3.99,3.94,2.41
"25027",0.23,"Premium","D","VVS2",59.6,61,640,4.03,3.99,2.39
"25028",0.4,"Premium","E","SI2",60.5,59,640,4.74,4.78,2.88
"25029",0.34,"Very Good","G","VS1",62.2,55,640,4.48,4.52,2.8
"25030",0.3,"Very Good","F","VS1",59.8,60,640,4.39,4.31,2.6
"25031",0.31,"Very Good","D","VS2",63.6,55,641,4.29,4.32,2.74
"25032",0.36,"Very Good","F","SI1",60.7,54,641,4.64,4.67,2.83
"25033",0.27,"Ideal","G","VVS2",62.8,56,641,4.12,4.16,2.6
"25034",0.34,"Ideal","F","VS2",62.2,55,641,4.47,4.5,2.79
"25035",0.4,"Ideal","J","VS1",60.4,56,641,4.77,4.8,2.89
"25036",0.34,"Good","E","SI1",60.5,60.1,641,4.5,4.53,2.73
"25037",0.38,"Good","E","SI1",62.8,61,641,4.6,4.67,2.91
"25038",0.38,"Premium","I","SI2",62.7,58,641,4.61,4.57,2.88
"25039",0.3,"Premium","F","SI1",60.9,60,641,4.37,4.33,2.65
"25040",0.3,"Premium","F","SI1",62.1,61,641,4.29,4.25,2.65
"25041",0.3,"Premium","F","SI1",62.1,60,641,4.28,4.26,2.65
"25042",0.3,"Ideal","F","SI1",62.3,54,641,4.3,4.27,2.67
"25043",0.3,"Good","F","SI1",63.6,55,641,4.33,4.28,2.74
"25044",0.3,"Premium","F","SI1",61.7,59,641,4.33,4.29,2.66
"25045",0.3,"Ideal","F","SI1",62.8,56,641,4.26,4.24,2.67
"25046",0.3,"Very Good","F","SI1",63.5,57,641,4.27,4.24,2.7
"25047",0.3,"Ideal","F","SI1",62.9,57,641,4.27,4.25,2.68
"25048",0.3,"Very Good","F","SI1",63.5,59,641,4.22,4.19,2.67
"25049",0.3,"Very Good","F","SI1",63.5,57,641,4.26,4.21,2.69
"25050",0.38,"Premium","I","SI2",60,59,641,4.71,4.69,2.82
"25051",1.63,"Very Good","E","VS2",61.8,58,13555,7.49,7.57,4.65
"25052",2.17,"Premium","J","SI2",62.3,58,13556,8.31,8.26,5.16
"25053",1.58,"Ideal","E","SI1",61,57,13557,7.55,7.5,4.59
"25054",2.3,"Premium","J","SI2",59.7,58,13560,8.63,8.68,5.17
"25055",1.81,"Premium","E","SI2",58.2,61,13561,8.09,8.02,4.69
"25056",2.41,"Premium","I","SI2",60.7,59,13563,8.7,8.64,5.26
"25057",2.02,"Very Good","J","VS2",61.5,59,13564,8.06,8.13,4.98
"25058",2.01,"Premium","J","VS2",61.5,60,13572,8.13,8.07,4.98
"25059",2.01,"Ideal","I","SI2",62.9,56,13574,8.06,8.03,5.06
"25060",2.01,"Premium","I","SI2",59.2,60,13574,8.31,8.27,4.91
"25061",1.62,"Premium","G","VS2",62.3,58,13578,7.49,7.54,4.68
"25062",2.22,"Very Good","J","SI2",62.8,57,13579,8.29,8.33,5.22
"25063",1.61,"Premium","D","SI1",61.4,60,13582,7.56,7.51,4.63
"25064",1.83,"Very Good","I","VS1",61.9,57,13587,7.85,7.91,4.88
"25065",2.01,"Fair","H","SI2",65.8,63,13587,7.77,7.68,5.08
"25066",2.01,"Good","I","SI1",64.1,62,13587,7.94,7.85,5.06
"25067",2.01,"Fair","H","SI2",61.2,66,13587,8.21,8.09,4.98
"25068",1.06,"Ideal","D","VVS2",61.8,56,13588,6.49,6.53,4.03
"25069",1.06,"Ideal","D","VVS2",61.9,56,13588,6.51,6.54,4.04
"25070",1.51,"Ideal","D","SI1",61.9,56,13588,7.35,7.41,4.57
"25071",1.16,"Ideal","F","VVS1",61.5,56,13595,6.76,6.81,4.17
"25072",1.21,"Ideal","E","VVS1",62,55,13595,6.8,6.88,4.24
"25073",2.01,"Very Good","J","VS2",63.2,55,13596,7.97,8.04,5.07
"25074",1.5,"Good","G","VS1",63.8,58,13596,7.12,7.21,4.57
"25075",1.5,"Very Good","G","VS1",60.2,58,13596,7.38,7.41,4.45
"25076",1.2,"Ideal","E","VVS1",61.6,57,13597,6.83,6.78,4.19
"25077",2.25,"Very Good","J","SI2",58.4,63,13597,8.6,8.65,5.04
"25078",2.11,"Premium","G","SI2",62.2,58,13598,8.19,8.23,5.11
"25079",1.36,"Premium","E","VVS2",59.8,59,13598,7.12,7.2,4.38
"25080",2.01,"Premium","H","VS2",62.6,59,13599,8.02,7.88,4.98
"25081",2.04,"Premium","J","VS2",61.4,59,13600,8.14,8.04,4.97
"25082",1.5,"Good","D","SI1",61.3,61,13603,7.32,7.39,4.51
"25083",1.7,"Ideal","G","VS1",62.9,57,13605,7.59,7.52,4.75
"25084",1.52,"Premium","G","VS2",62,58,13606,7.39,7.33,4.56
"25085",1.88,"Very Good","I","VS2",62.2,57,13607,7.79,7.86,4.87
"25086",1.54,"Premium","G","VS1",61.9,59,13609,7.34,7.37,4.55
"25087",2.04,"Very Good","J","VS2",63,58,13609,7.99,8.02,5.04
"25088",1.72,"Premium","H","VS2",61.3,59,13609,7.72,7.69,4.72
"25089",2.01,"Premium","F","SI2",58.4,59,13610,8.26,8.24,4.82
"25090",2.21,"Ideal","H","SI2",61.9,56,13615,8.4,8.36,5.19
"25091",2.01,"Premium","J","VS2",60.4,59,13619,8.1,8.15,4.91
"25092",2.03,"Good","G","SI2",62.7,65,13621,8.17,7.92,5.06
"25093",2.15,"Very Good","J","SI1",62.4,60,13622,8.18,8.24,5.12
"25094",1.72,"Very Good","F","SI1",63.2,61,13622,7.62,7.57,4.8
"25095",1.72,"Good","F","SI1",64.3,60,13622,7.56,7.52,4.85
"25096",1.72,"Fair","F","SI1",64.8,58,13622,7.5,7.46,4.85
"25097",1.51,"Very Good","E","VS2",62.4,58,13623,7.26,7.33,4.55
"25098",1.25,"Ideal","F","VVS2",61.8,57,13623,6.9,6.95,4.28
"25099",1.51,"Very Good","G","VS1",63.5,55,13624,7.26,7.3,4.62
"25100",1.76,"Premium","H","VS2",62.2,60,13626,7.72,7.68,4.79
"25101",1.5,"Very Good","D","VS2",63.8,55,13629,7.24,7.28,4.63
"25102",1.53,"Ideal","H","VVS2",62.2,57,13629,7.32,7.37,4.57
"25103",1.21,"Very Good","D","VVS2",62.4,56,13630,6.76,6.83,4.24
"25104",1.59,"Very Good","D","SI1",62.8,54,13631,7.43,7.48,4.68
"25105",1.7,"Ideal","H","VS2",62.2,57,13632,7.63,7.67,4.76
"25106",1.51,"Premium","G","VS1",62.4,59,13638,7.28,7.25,4.53
"25107",2.21,"Premium","J","SI2",62.7,57,13642,8.33,8.25,5.2
"25108",2.02,"Premium","I","SI2",61.4,57,13642,8.18,8.08,4.99
"25109",1.69,"Ideal","I","VS2",60.5,56,13645,7.74,7.77,4.69
"25110",1.51,"Ideal","F","VS2",62.2,53,13646,7.31,7.35,4.56
"25111",1.5,"Good","E","VS2",63.7,56,13653,7.18,7.16,4.57
"25112",1.23,"Ideal","D","VVS2",62.4,55,13653,6.87,6.82,4.27
"25113",1.5,"Ideal","F","VS2",60.2,57,13653,7.43,7.39,4.46
"25114",2.32,"Good","J","SI1",60.3,61,13654,8.56,8.52,5.15
"25115",2.02,"Very Good","H","SI2",63.1,54,13655,8.09,7.99,5.07
"25116",1.78,"Very Good","F","SI1",60.6,57,13659,7.89,7.94,4.8
"25117",1.71,"Ideal","I","VVS2",61.9,57,13660,7.62,7.67,4.73
"25118",1.21,"Ideal","E","VVS2",61.7,57,13661,6.8,6.88,4.22
"25119",1.55,"Ideal","H","VS1",62,57,13665,7.37,7.43,4.59
"25120",1.71,"Premium","G","SI1",60.6,58,13666,7.79,7.75,4.71
"25121",2.05,"Premium","J","VS2",62.3,60,13667,8.15,8.09,5.06
"25122",2.01,"Very Good","I","SI2",59.5,58,13669,8.18,8.21,4.88
"25123",1.26,"Ideal","F","IF",62.6,57,13671,6.94,6.84,4.31
"25124",2.07,"Premium","J","VS2",61.5,59,13675,8.16,8.2,5.03
"25125",2,"Ideal","G","SI1",61.7,55,13675,8.11,8.07,4.99
"25126",2,"Premium","J","VS2",61.5,59,13675,8.11,8.06,4.97
"25127",2.02,"Premium","E","SI2",59.9,58,13677,8.18,8.14,4.89
"25128",1.63,"Premium","E","VS2",61.8,58,13678,7.57,7.49,4.65
"25129",1.5,"Premium","F","VS2",62.8,58,13680,7.21,7.16,4.51
"25130",1.7,"Ideal","H","VS2",62.4,57,13681,7.61,7.56,4.73
"25131",1.51,"Good","G","VS1",63.1,60,13686,7.24,7.3,4.59
"25132",1.51,"Very Good","G","VS1",62.5,58,13686,7.23,7.27,4.53
"25133",2.02,"Premium","J","VS2",62,59,13687,8.06,8.08,5
"25134",1.77,"Very Good","I","VS2",60.2,58,13691,7.88,7.83,4.73
"25135",2.01,"Very Good","I","SI1",61.8,62,13691,7.98,8.07,4.96
"25136",2.02,"Very Good","J","VS2",59.3,60,13693,8.28,8.34,4.93
"25137",2.11,"Premium","I","SI2",62.3,56,13701,8.23,8.13,5.1
"25138",2.29,"Fair","J","VS2",57,66,13701,8.8,8.6,4.98
"25139",1.62,"Premium","G","VS2",62.3,58,13702,7.54,7.49,4.68
"25140",2.22,"Premium","J","SI2",61.8,58,13703,8.42,8.31,5.17
"25141",2.22,"Ideal","J","SI2",62.8,57,13703,8.33,8.29,5.22
"25142",1.5,"Very Good","E","VS2",61.7,60,13710,7.29,7.34,4.51
"25143",2.29,"Premium","G","SI2",60.1,58,13711,8.63,8.58,5.17
"25144",1.83,"Premium","I","VS1",61.9,57,13711,7.91,7.85,4.88
"25145",1.57,"Ideal","G","VS2",61.4,55,13713,7.48,7.52,4.61
"25146",1.53,"Ideal","D","SI1",61.2,56,13714,7.48,7.45,4.57
"25147",2.2,"Premium","I","SI2",61.8,54,13719,8.45,8.4,5.2
"25148",1.5,"Premium","G","VS1",59.2,59,13720,7.44,7.39,4.39
"25149",1.5,"Premium","G","VS1",60.2,58,13720,7.41,7.38,4.45
"25150",1.5,"Good","G","VS1",63.8,58,13720,7.21,7.12,4.57
"25151",1.5,"Premium","G","VS1",60.8,61,13720,7.36,7.29,4.45
"25152",2.01,"Fair","G","SI2",65,60,13721,7.8,7.73,5.05
"25153",1.56,"Ideal","G","SI1",60.4,56,13724,7.51,7.55,4.55
"25154",1.3,"Very Good","E","VVS2",60.5,58,13725,7.05,7.11,4.28
"25155",2.29,"Ideal","J","SI2",61.8,56.4,13726,8.4,8.5,5.23
"25156",1.5,"Very Good","F","VS2",62.6,59,13728,7.21,7.26,4.53
"25157",1.4,"Premium","D","VS1",62.8,58,13730,7.17,7.07,4.47
"25158",2.07,"Premium","J","SI1",61.7,60,13731,8.23,8.15,5.05
"25159",2.08,"Very Good","J","VS2",60.6,61,13732,8.24,8.34,5.02
"25160",1.54,"Premium","G","VS1",61.9,59,13733,7.37,7.34,4.55
"25161",2.04,"Premium","J","VS2",63,58,13734,8.02,7.99,5.04
"25162",1.54,"Very Good","F","VS2",60.8,58,13735,7.43,7.56,4.56
"25163",1.5,"Premium","G","VS1",62.7,58,13736,7.32,7.2,4.55
"25164",1.7,"Premium","F","VS2",62.5,61,13737,7.54,7.45,4.69
"25165",1.7,"Premium","G","SI1",62.5,61,13737,7.54,7.47,4.69
"25166",2.01,"Premium","J","VS2",60.4,59,13744,8.15,8.1,4.91
"25167",2.01,"Fair","J","VS2",64.9,60,13744,7.82,7.78,5.06
"25168",2.15,"Premium","J","SI1",62.4,60,13746,8.24,8.18,5.12
"25169",1.51,"Ideal","G","VS2",60.9,57,13752,7.39,7.46,4.52
"25170",2.1,"Premium","I","VS2",59.2,60,13753,8.38,8.35,4.95
"25171",2.01,"Premium","I","SI1",58.9,59,13755,8.26,8.22,4.85
"25172",1.7,"Ideal","H","VS2",62.2,57,13756,7.67,7.63,4.76
"25173",1.51,"Very Good","E","VS2",63.3,61,13757,7.24,7.17,4.56
"25174",1.51,"Premium","E","VS2",62.2,58,13757,7.33,7.27,4.54
"25175",1.51,"Very Good","E","VS2",63.2,56,13757,7.28,7.22,4.58
"25176",2.13,"Premium","F","SI2",62.4,58,13760,8.22,8.16,5.11
"25177",1.54,"Ideal","G","VS2",60.6,57,13761,7.55,7.49,4.56
"25178",1.74,"Ideal","H","VS2",61.5,55,13761,7.79,7.73,4.77
"25179",2,"Fair","I","SI1",65.9,60,13764,7.8,7.73,5.12
"25180",2,"Fair","H","SI1",61.2,50,13764,8.17,8.08,4.97
"25181",1.7,"Premium","F","SI1",62.3,58,13766,7.63,7.59,4.74
"25182",2.05,"Premium","G","SI1",62.2,56,13767,8.19,8.08,5.06
"25183",1.52,"Premium","G","VS2",62.8,60,13768,7.26,7.22,4.55
"25184",1.52,"Ideal","G","VS2",62.1,56,13768,7.39,7.34,4.57
"25185",2.18,"Ideal","I","VS2",62,57,13769,8.35,8.24,5.14
"25186",1.51,"Ideal","F","VS2",62.2,53,13771,7.35,7.31,4.56
"25187",1.51,"Premium","F","VS2",62,62,13771,7.35,7.23,4.52
"25188",1.52,"Ideal","G","VS1",59.7,57,13777,7.48,7.5,4.47
"25189",2.01,"Ideal","I","SI2",62.5,55,13777,8.12,8.08,5.06
"25190",1.84,"Premium","H","SI1",59.7,58,13779,7.98,8.01,4.77
"25191",2.17,"Very Good","J","SI2",60.8,59,13782,8.37,8.41,5.1
"25192",2.22,"Very Good","J","SI1",58.7,60,13782,8.51,8.57,5.01
"25193",2.61,"Good","I","SI2",64.2,63,13784,8.66,8.57,5.53
"25194",2.07,"Premium","E","SI2",61.4,58,13786,8.24,8.19,5.04
"25195",2.07,"Premium","E","SI2",58.9,61,13786,8.45,8.35,4.95
"25196",2.07,"Premium","H","SI1",62,58,13786,8.17,8.09,5.04
"25197",1.56,"Ideal","G","VS2",62.3,53,13787,7.41,7.49,4.64
"25198",2.04,"Premium","H","SI2",62.8,57,13790,8.13,8.08,5.09
"25199",2.04,"Very Good","H","SI2",63.2,58,13790,8.1,8,5.09
"25200",2.1,"Very Good","H","SI2",63.3,57,13790,8.2,8.08,5.15
"25201",1.54,"Ideal","G","VS2",61.2,56,13794,7.43,7.47,4.56
"25202",2.01,"Ideal","I","SI2",62.3,57,13796,8.06,8.08,5.03
"25203",2.26,"Very Good","H","SI2",63.1,58,13797,8.3,8.22,5.21
"25204",1.52,"Very Good","D","VS2",62.4,58,13799,7.23,7.28,4.53
"25205",2.07,"Premium","J","VS2",61.5,59,13800,8.2,8.16,5.03
"25206",1.24,"Ideal","D","VVS2",62.6,55,13803,6.89,6.94,4.33
"25207",2.09,"Ideal","I","SI2",61.2,57,13807,8.19,8.27,5.04
"25208",1.52,"Ideal","G","VS2",62.8,54,13809,7.3,7.36,4.61
"25209",1.51,"Very Good","G","VS1",63.3,53,13811,7.33,7.26,4.62
"25210",2.01,"Premium","D","SI2",59.1,60,13811,8.31,8.21,4.88
"25211",1.51,"Ideal","G","VS1",62.8,56,13811,7.29,7.24,4.56
"25212",1.51,"Very Good","G","VS1",63.1,60,13811,7.3,7.24,4.59
"25213",1.51,"Premium","G","VS1",62.5,58,13811,7.27,7.23,4.53
"25214",2.18,"Very Good","J","SI1",62.9,59,13812,8.21,8.25,5.18
"25215",2.02,"Premium","J","VS2",62,59,13812,8.08,8.06,5
"25216",1.82,"Premium","I","VS1",61.4,60,13813,7.8,7.83,4.8
"25217",1.51,"Ideal","G","VS1",61.7,54,13818,7.36,7.41,4.56
"25218",1.71,"Very Good","F","VS2",63.5,59,13818,7.51,7.46,4.75
"25219",1.51,"Good","F","VS2",62,59,13819,7.18,7.37,4.51
"25220",1.5,"Ideal","G","VS1",61.3,53.9,13820,7.37,7.42,4.53
"25221",2,"Premium","I","SI2",60.7,61,13820,8.09,8.03,4.89
"25222",1.7,"Ideal","H","VS1",62.4,55,13823,7.61,7.69,4.77
"25223",1.27,"Ideal","F","VVS2",61,57,13823,6.98,7.02,4.27
"25224",1.22,"Premium","E","VVS1",61.1,60,13824,6.87,6.85,4.19
"25225",2.04,"Very Good","J","VS2",62.4,57,13825,8.04,8.19,5.06
"25226",2.14,"Fair","F","SI2",64.8,60,13825,8.11,8,5.22
"25227",2.24,"Premium","J","SI2",62.2,59,13827,8.37,8.33,5.19
"25228",1.51,"Premium","G","VVS2",62.9,60,13828,7.3,7.21,4.56
"25229",1.51,"Ideal","G","VS2",62.3,54,13828,7.35,7.33,4.57
"25230",1.51,"Premium","G","VS2",61.1,58,13828,7.42,7.38,4.45
"25231",2.31,"Premium","H","SI2",59.2,61,13831,8.65,8.57,5.1
"25232",2.01,"Premium","I","SI2",62.6,56,13833,8.1,8,5.04
"25233",1.59,"Ideal","H","VS1",60.7,56,13839,7.54,7.58,4.59
"25234",2.14,"Ideal","I","VS2",62.2,57,13844,8.22,8.19,5.1
"25235",2.07,"Premium","H","SI1",61.1,58,13844,8.27,8.2,5.03
"25236",1.5,"Good","E","VS2",63.9,58,13846,7.21,7.19,4.6
"25237",1.54,"Ideal","G","VS1",62.3,57,13846,7.35,7.38,4.59
"25238",2.52,"Fair","H","SI2",65.4,59,13846,8.49,8.42,5.53
"25239",2.01,"Very Good","I","SI1",60.8,60,13849,8.12,8.15,4.95
"25240",2.01,"Good","H","SI2",63.1,55,13849,7.99,8.09,5.07
"25241",2.02,"Premium","H","SI2",62.6,59,13850,8.03,7.97,5.01
"25242",1.6,"Ideal","F","VS2",60.1,57,13853,7.65,7.59,4.58
"25243",1.5,"Good","F","VS2",63.6,55,13853,7.27,7.22,4.61
"25244",1.5,"Fair","F","VS2",65.3,57,13853,7.15,7.12,4.66
"25245",1.5,"Premium","F","VS2",60.9,60,13853,7.42,7.35,4.5
"25246",2.03,"Very Good","D","SI2",63.1,58,13858,8.02,7.98,5.05
"25247",2.09,"Premium","J","SI1",62.2,59,13864,8.23,8.16,5.1
"25248",2.02,"Very Good","I","SI2",61.1,61,13865,8.08,8.11,4.95
"25249",1.76,"Premium","D","SI2",59.6,58,13867,7.9,7.86,4.7
"25250",1.58,"Very Good","D","SI1",62.7,60,13869,7.37,7.41,4.63
"25251",2.21,"Premium","H","SI2",59,59,13872,8.51,8.46,5.01
"25252",1.69,"Ideal","F","SI1",63,57,13872,7.62,7.55,4.78
"25253",1.43,"Premium","D","VS2",62.6,59,13873,7.19,7.21,4.51
"25254",1.61,"Ideal","H","VS2",61.8,56,13873,7.48,7.52,4.63
"25255",2.07,"Ideal","I","SI2",61.6,56,13879,8.16,8.18,5.04
"25256",2.03,"Ideal","J","VS2",62.1,57,13880,8.15,8.08,5.04
"25257",1.69,"Ideal","H","VS1",61,57,13882,7.72,7.66,4.69
"25258",2.12,"Premium","E","SI2",62.4,58,13884,8.22,8.18,5.12
"25259",2.26,"Premium","H","SI2",61.1,57,13885,8.45,8.4,5.15
"25260",1.67,"Ideal","H","VS1",61.8,55.9,13887,7.57,7.6,4.69
"25261",1.5,"Very Good","E","VS2",62.9,56,13892,7.31,7.22,4.57
"25262",2,"Very Good","I","SI2",59.5,61,13892,8.16,8.18,4.86
"25263",1.5,"Good","E","VS2",63.9,58,13899,7.2,7.24,4.61
"25264",1.52,"Ideal","G","VS1",59.7,57,13903,7.5,7.48,4.47
"25265",1.52,"Good","G","VS1",64,58,13903,7.22,7.18,4.61
"25266",1.71,"Very Good","H","VS1",62,56,13904,7.64,7.68,4.75
"25267",1.84,"Premium","H","SI1",59.7,58,13905,8.01,7.98,4.77
"25268",2.28,"Ideal","G","SI2",61.6,57,13907,8.44,8.37,5.18
"25269",2.06,"Premium","G","SI2",60.7,58,13908,8.18,8.25,4.99
"25270",1.79,"Ideal","I","VS1",61.3,57,13908,7.86,7.81,4.8
"25271",1.55,"Ideal","G","VS2",61.6,55,13912,7.45,7.48,4.6
"25272",2.06,"Premium","I","SI2",61,61,13912,8.18,8.1,5.02
"25273",1.58,"Ideal","F","VS2",60,57,13917,7.52,7.58,4.53
"25274",2.2,"Good","H","SI2",63.6,58,13919,8.21,8.17,5.21
"25275",1.9,"Premium","G","SI2",63,58,13919,7.93,7.86,4.97
"25276",2.28,"Premium","H","SI1",59.3,58,13919,8.6,8.56,5.09
"25277",1.52,"Premium","F","VS2",60.9,61,13919,7.46,7.28,4.49
"25278",2,"Ideal","I","SI2",61.1,59,13921,8.07,8.11,4.94
"25279",2.26,"Very Good","H","SI2",63.3,59,13923,8.35,8.26,5.25
"25280",1.53,"Ideal","G","VS1",60.6,54,13926,7.49,7.47,4.53
"25281",2.01,"Good","H","SI1",56.7,58,13929,8.31,8.36,4.73
"25282",1.24,"Ideal","D","VVS2",62.6,55,13929,6.94,6.89,4.33
"25283",2.1,"Premium","J","SI1",62.9,58,13930,8.15,8.09,5.11
"25284",2.23,"Premium","J","SI2",61.3,60,13931,8.4,8.35,5.13
"25285",2.09,"Ideal","I","SI2",61.2,57,13933,8.27,8.19,5.04
"25286",2.18,"Premium","J","SI1",62.9,59,13938,8.25,8.21,5.18
"25287",1.82,"Premium","I","VS1",61.4,60,13939,7.83,7.8,4.8
"25288",2.01,"Very Good","G","SI2",61.3,60,13940,8.08,8.17,4.98
"25289",1.6,"Premium","G","VS2",61.6,60,13942,7.55,7.49,4.63
"25290",1.51,"Very Good","F","VS2",61.9,63,13945,7.35,7.26,4.52
"25291",1.51,"Premium","F","VS2",62,59,13945,7.37,7.18,4.51
"25292",1.51,"Premium","F","VS2",61.7,58,13945,7.33,7.28,4.51
"25293",1.51,"Premium","F","VS2",62.9,61,13945,7.31,7.22,4.57
"25294",2.06,"Very Good","J","VS2",61.8,59,13948,8.14,8.2,5.05
"25295",1.7,"Ideal","H","VS1",62.4,55,13949,7.69,7.61,4.77
"25296",1.58,"Ideal","H","VS1",60.4,57,13950,7.55,7.65,4.59
"25297",1.71,"Premium","G","VS2",61.3,58,13951,7.79,7.7,4.75
"25298",1.25,"Very Good","F","IF",60.3,58,13953,6.96,7.03,4.22
"25299",2.08,"Good","I","SI2",63.8,58,13956,8.02,8.1,5.14
"25300",1.5,"Very Good","E","VS2",61,55,13963,7.38,7.45,4.52
"25301",1.58,"Very Good","G","VS1",62.8,57,13963,7.34,7.4,4.63
"25302",1.21,"Ideal","D","VVS2",61.3,56,13965,6.86,6.9,4.22
"25303",1.13,"Ideal","D","VVS1",61.5,55,13968,6.74,6.69,4.13
"25304",1.71,"Very Good","E","SI1",63.4,56,13970,7.58,7.5,4.78
"25305",2.01,"Good","I","SI1",63.8,57,13976,7.95,7.91,5.06
"25306",2.19,"Good","G","SI1",63.7,56,13978,8.26,8.17,5.23
"25307",2.21,"Premium","H","SI1",61.1,58,13983,8.39,8.34,5.11
"25308",2,"Premium","H","SI1",59.8,60,13986,8.04,8.01,4.8
"25309",1.51,"Ideal","E","VS2",59.8,59,13986,7.55,7.47,4.49
"25310",2,"Premium","G","SI2",61.1,60,13986,8.1,8.03,4.93
"25311",2.02,"Premium","I","SI2",61.1,61,13991,8.11,8.08,4.95
"25312",2.02,"Premium","I","SI2",62.9,60,13991,8.05,8.01,5.05
"25313",2.07,"Premium","H","SI1",62.7,58,13993,8.14,8.09,5.09
"25314",2.07,"Good","I","SI1",63.6,58,13993,8.09,7.99,5.11
"25315",1.08,"Ideal","E","VVS1",61.5,58,13994,6.57,6.64,4.06
"25316",1.53,"Ideal","G","VS1",62.2,56,13994,7.36,7.31,4.56
"25317",1.51,"Ideal","G","VS1",62.1,55,13995,7.38,7.33,4.57
"25318",1.58,"Premium","D","SI1",62.7,60,13995,7.41,7.37,4.63
"25319",2.13,"Very Good","J","SI1",62.8,58,13996,8.13,8.17,5.12
"25320",2.11,"Premium","J","SI1",62.4,58,13996,8.27,8.17,5.13
"25321",1.5,"Good","G","IF",59.9,59,13998,7.39,7.46,4.45
"25322",1.67,"Ideal","H","VS1",61.8,56,14014,7.6,7.57,4.69
"25323",1.71,"Ideal","H","VS2",62.1,56,14017,7.64,7.7,4.76
"25324",1.63,"Ideal","E","SI1",60.5,59,14022,7.66,7.62,4.62
"25325",2.09,"Premium","G","SI2",59.8,59,14024,8.37,8.32,4.99
